secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
4143,0,168,12.0825,12.1932,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4144,0,168,12.0859,12.2256,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4145,0,168,12.0893,12.2256,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4146,0,168,12.0926,11.9916,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4147,0,169,12.0959,11.8224,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4148,0,169,12.0991,11.7576,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4149,0,170,12.1024,11.8224,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4150,0,170,12.1057,11.8908,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4151,0,170,12.109,11.8908,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4152,0,170,12.1123,11.8908,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4153,0,169,12.1156,11.7576,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4154,0,168,12.1188,11.6892,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4155,0,168,12.1221,11.6208,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4156,0,167,12.1253,11.4876,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4157,0,167,12.1284,11.1852,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4158,0,167,12.1314,10.9512,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4159,0,168,12.1346,11.3868,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4160,0,168,12.1378,11.6208,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4161,0,168,12.1411,11.7216,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4162,0,168,12.1443,11.6892,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4163,0,168,12.1476,11.6568,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4164,0,168,12.1508,11.5884,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4165,0,167,12.154,11.52,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4166,0,167,12.1571,11.4192,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4167,0,168,12.1603,11.3868,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4168,0,168,12.1635,11.52,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4169,0,168,12.1667,11.6208,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4170,0,168,12.1699,11.52,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4171,0,168,12.1731,11.4552,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4172,0,168,12.1763,11.3868,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4173,0,168,12.1794,11.3868,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4174,0,168,12.1826,11.4192,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4175,0,168,12.1858,11.4192,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4176,0,168,12.189,11.4192,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4177,0,169,12.1921,11.4192,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4178,0,169,12.1953,11.4552,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4179,0,170,12.1985,11.4552,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4180,0,170,12.2017,11.4552,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4181,0,170,12.2048,11.3868,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4182,0,169,12.208,11.3544,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4183,0,168,12.2112,11.4192,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4184,0,168,12.2143,11.4552,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4185,0,168,12.2175,11.4552,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4186,0,168,12.2206,11.016,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4187,0,168,12.2235,10.6488,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4188,0,168,12.2265,10.7136,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4189,0,168,12.2295,10.782,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4190,0,168,12.2325,10.782,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4191,0,167,12.2355,10.9512,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4192,0,167,12.2386,11.1168,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4193,0,168,12.2418,11.2176,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4194,0,168,12.2449,11.3184,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4195,0,168,12.2481,11.4192,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4196,0,168,12.2513,11.5884,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4197,0,167,12.2545,11.6892,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4198,0,168,12.2578,11.79,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4199,0,168,12.2611,11.8584,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4200,0,169,12.2644,11.8908,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4201,0,169,12.2677,11.9232,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4202,0,169,12.2711,11.9592,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4203,0,169,12.2744,11.9232,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4204,0,169,12.2777,11.8908,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4205,0,168,12.281,12.06,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4206,0,168,12.2844,12.2256,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4207,0,168,12.2878,12.2616,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4208,0,168,12.2912,12.1932,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4209,0,168,12.2946,12.1248,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4210,0,167,12.2979,12.0924,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4211,0,166,12.3012,11.9592,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4212,0,166,12.3045,11.8224,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4213,0,166,12.3078,11.79,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4214,0,167,12.3111,11.9232,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4215,0,167,12.3145,12.06,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4216,0,167,12.3178,11.9232,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4217,0,168,12.3211,11.8584,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4218,0,168,12.3244,11.79,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4219,0,168,12.3277,11.8908,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4220,0,168,12.331,11.9592,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4221,0,168,12.3343,11.8908,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4222,0,168,12.3376,11.7576,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4223,0,168,12.3408,11.6208,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4224,0,168,12.344,11.6208,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4225,0,168,12.3473,11.6892,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4226,0,168,12.3505,11.7216,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4227,0,168,12.3538,11.7216,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4228,0,168,12.357,11.7216,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4229,0,169,12.3603,11.7576,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4230,0,169,12.3636,11.79,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4231,0,169,12.3668,11.79,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4232,0,169,12.3701,11.7576,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4233,0,168,12.3734,11.7576,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4234,0,168,12.3766,11.7576,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4235,0,168,12.3799,11.7576,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4236,0,168,12.3832,11.6892,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4237,0,168,12.3864,11.6892,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4238,0,168,12.3897,11.7576,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4239,0,168,12.393,11.8224,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4240,0,168,12.3963,11.8908,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4241,0,168,12.3995,11.8584,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4242,0,168,12.4028,11.7576,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4243,0,168,12.4061,11.7216,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4244,0,168,12.4093,11.7216,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4245,0,168,12.4126,11.8584,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4246,0,168,12.4159,11.9592,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4247,0,169,12.4193,12.024,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4248,0,168,12.4226,12.024,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4249,0,168,12.426,12.024,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4250,0,168,12.4293,12.06,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4251,0,169,12.4327,12.06,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4252,0,169,12.436,12.1248,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4253,0,169,12.4394,12.1932,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4254,0,169,12.4428,12.2256,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4255,0,169,12.4462,12.2256,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4256,0,168,12.4496,12.0924,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4257,0,168,12.4529,11.9592,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4258,0,168,12.4562,11.8224,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4259,0,169,12.4594,11.7216,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4260,0,169,12.4626,11.556,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4261,0,169,12.4658,11.4192,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4262,0,169,12.469,11.4552,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4263,0,169,12.4722,11.52,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4264,0,169,12.4754,11.52,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4265,0,169,12.4786,11.4552,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4266,0,169,12.4817,11.3868,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4267,0,169,12.4849,11.3868,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4268,0,169,12.4881,11.3868,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4269,0,170,12.4912,11.3868,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4270,0,170,12.4944,11.4192,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4271,0,170,12.4974,10.8504,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4272,0,170,12.5003,10.314,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4273,0,170,12.5031,10.0764,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4274,0,170,12.506,10.4796,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4275,0,169,12.509,10.7136,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4276,0,169,12.512,10.8504,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4277,0,168,12.515,10.9512,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4278,0,168,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4279,0,168,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4280,0,168,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4281,0,168,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4282,0,168,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4283,0,167,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4284,0,167,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4285,0,166,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4286,0,166,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4287,0,166,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4288,0,166,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4289,0,166,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4290,0,165,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4291,0,165,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4292,0,165,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4293,0,165,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4294,0,165,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4295,0,164,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4296,0,164,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4297,0,164,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4298,0,163,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4299,0,163,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4300,0,163,12.515,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4301,0,162,12.5154,1.278,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4302,0,162,12.516,2.1168,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4303,0,161,12.5167,2.6856,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4304,0,161,12.5176,3.0888,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4305,0,160,12.5188,3.4272,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4306,0,160,12.5195,3.6612,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4307,0,159,12.5206,3.8628,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4308,0,159,12.5217,4.0968,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4309,0,158,12.5229,4.3668,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4310,0,157,12.5242,4.5,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4311,0,157,12.5255,4.6368,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4312,0,157,12.5268,4.7376,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4313,0,156,12.5281,4.8024,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4314,0,156,12.5295,4.9032,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4315,0,156,12.5295,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4316,0,155,12.5295,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4317,0,155,12.5295,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4318,0,155,12.5299,1.4796,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4319,0,154,12.5306,2.4192,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4320,0,154,12.5314,3.024,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4321,0,153,12.5324,3.4272,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4322,0,153,12.5334,3.762,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4323,0,153,12.5334,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4324,0,153,12.5334,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4325,0,152,12.5334,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4326,0,151,12.5338,1.512,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4327,0,151,12.5345,2.4516,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4328,0,150,12.5354,3.0564,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4329,0,150,12.5363,3.492,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4330,0,148,12.5374,3.8304,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4331,0,147,12.5385,4.0968,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4332,0,146,12.5397,4.2984,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4333,0,145,12.541,4.4352,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4334,0,145,12.5422,4.5684,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4335,0,145,12.5435,4.6692,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4336,0,145,12.5449,4.77,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4337,0,144,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4338,0,142,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4339,0,141,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4340,0,140,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4341,0,140,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4342,0,140,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4343,0,140,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4344,0,139,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4345,0,139,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4346,0,139,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4347,0,138,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4348,0,138,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4349,0,138,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4350,0,138,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4351,0,138,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4352,0,135,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4353,0,133,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4354,0,131,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4355,0,131,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4356,0,131,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4357,0,132,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4358,0,133,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4359,0,134,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4360,0,134,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4361,0,134,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4362,0,135,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4363,0,135,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4364,0,136,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4365,0,136,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4366,0,137,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4367,0,138,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4368,0,138,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4369,0,138,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4370,0,138,12.5449,0,0,0,0,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
